,Unnamed: 0,Mô tả,text_cleaned
10,10,"💥💥phố tây an thượng, sát biển mỹ khê, vỉa hè rộng, căn hộ 9 phòng sẵn sàng kinh doanh, hiện có người hỏi thuê 40/ tháng.+ khu phố tây an thượng khách nước ngoài ở và tìm thuê rất nhiều, cách biển mỹ khê 150m.+ tòa nhà căn hộ 9 phòng cho thuê, nội thất đẳng cấp đầy đủ sẵn sàng hoạt động ngay. có đủ phòng lớn phòng nhỏ, thiết kế siêu sang và đẹp.+ thang máy nhập khẩu chạy êm, đầy đủ giấy phép kinh doanh, pccc. + sổ phân lô, pháp lý rõ ràng. giá chủ bán nhanh: nhỉnh 10 tỷ","phố tây an thượng, sát biển mỹ khê, vỉa hè rộng, căn hộ 9 phòng sẵn sàng kinh doanh, hiện có người hỏi thuê 40/ tháng. khu phố tây an thượng khách nước ngoài ở và tìm thuê rất nhiều, cách biển mỹ khê 150m. tòa nhà căn hộ 9 phòng cho thuê, nội thất đẳng cấp đầy đủ sẵn sàng hoạt động ngay. có đủ phòng lớn phòng nhỏ, thiết kế siêu sang và đẹp. thang máy nhập khẩu chạy êm, đầy đủ giấy phép kinh doanh, pccc. sổ phân lô, pháp lý rõ ràng. giá chủ bán nhanh nhỉnh 10 tỷ"
11,11,"bán đất tặng nhà mặt đường lê văn hiến sát bệnh viện 600 giường, + mặt phố lớn, diện tích rộng 422m2, vẻ hè 6m, kinh doanh sầm uất.+ nhà 3 tầng cũ, xây cực kỳ chắc chắn, gồm 4 ngủ và 3 phòng trống. + vài trăm mét ra biển, gần ngay bệnh viện phụ sản - nhi đà nẵng, nhà văn hoá quận ngũ hành sơn…+ phù hợp mua xây khách sạn, nhà hàng, căn hộ cho thuê dòng tiền cao.","bán đất tặng nhà mặt đường lê văn hiến sát bệnh viện 600 giường, mặt phố lớn, diện tích rộng 422m2, vẻ hè 6m, kinh doanh sầm uất. nhà 3 tầng cũ, xây cực kỳ chắc chắn, gồm 4 ngủ và 3 phòng trống. vài trăm mét ra biển, gần ngay bệnh viện phụ sản nhi đà nẵng, nhà văn hoá quận ngũ hành sơn... phù hợp mua xây khách sạn, nhà hàng, căn hộ cho thuê dòng tiền cao."
12,12,"bán lô đất góc - vị trí hot - đi bộ ra gần biển+ vị trí gần biển mỹ khê, cực hot.+ lô góc, đối diện công viên diện tích khủng hơn 230m2+ phù hợp xây khách sạn, toà căn hộ cho thuê, toà văn phòng.giá bán sập so với thị trường","bán lô đất góc vị trí hot đi bộ ra gần biển vị trí gần biển mỹ khê, cực hot. lô góc, đối diện công viên diện tích khủng hơn 230m2 phù hợp xây khách sạn, toà căn hộ cho thuê, toà văn phòng. giá bán sập so với thị trường"
13,13,"bán nhà tặng mặt bằng kinh doanh khủng.+ vị trí nằm trong khu đô thị sinh thái hoà xuân.+ mặt tiền 10m. đường trục chính+ nhà xây biệt thự, 4 mặt thoáng.+ khu vực đông dân cư.+ đất vuông vắn, pháp lý đầy đủ.","bán nhà tặng mặt bằng kinh doanh khủng. vị trí nằm trong khu đô thị sinh thái hoà xuân. mặt tiền 10m. đường trục chính nhà xây biệt thự, 4 mặt thoáng. khu vực đông dân cư. đất vuông vắn, pháp lý đầy đủ."
14,14,"bán đất giành cho xây căn họ, khách sạn mini + vị trí gần công viên biển đông, gần wincom, cầu quay sông hàn.+ mặt tiền hơn 7m, sau nhà có kiệt đường lớn thông võ nguyên giáp.+ diện tích rộng, vỉa hè thoáng.+ khu vực dành cho người nước ngoài cư trú.","bán đất giành cho xây căn họ, khách sạn mini vị trí gần công viên biển đông, gần wincom, cầu quay sông hàn. mặt tiền hơn 7m, sau nhà có kiệt đường lớn thông võ nguyên giáp. diện tích rộng, vỉa hè thoáng. khu vực dành cho người nước ngoài cư trú."
15,15,"🔥🔥cực hiếm - an thượng khu phố tây bán gấp khách sạn dòng tiền - phố đi bộ - giá chỉ 25 tỷ. + dt 80m, 8 tầng, ngang 5m. + vị trí phố đi bộ, đi bộ xuống biển.+ nhà đẹp, 8 tầng, 11 phòng, 1 tầng bếp và phòng ăn sáng.+ có thang máy, nội thất ngoại mới keng.+ kinh doanh ra tiền, dòng tiền tốt. + khu đắc địa, hiếm có.+ pháp lý chuẩn căng, hoàn công đầy đủ.","cực hiếm an thượng khu phố tây bán gấp khách sạn dòng tiền phố đi bộ giá chỉ 25 tỷ. dt 80m, 8 tầng, ngang 5m. vị trí phố đi bộ, đi bộ xuống biển. nhà đẹp, 8 tầng, 11 phòng, 1 tầng bếp và phòng ăn sáng. có thang máy, nội thất ngoại mới keng. kinh doanh ra tiền, dòng tiền tốt. khu đắc địa, hiếm có. pháp lý chuẩn căng, hoàn công đầy đủ."
16,16,"✨️✨️ vippp khách sạn đẳng cấp 3 sao vị trí đắc địa 2 mặt tiền đường trung tâm thành phố. ✨️✨️+ khách sạn 10 tầng 238m2: 1 tầng hầm, 1 tầng kỹ thuật, 8 tầng phòng nghỉ.+ vị trí ngay trung tâm đắc địa bậc nhất của thành phố 2 mặt tiền, gần bảo tàng chăm, cầu rồng, cầu sông hàn, nhà thờ con gà, chợ hàn, đường bạch đằng, trần phú nhộn nhịp sầm uất. + hệ thống 50 phòng nghỉ, cùng với tất cả nội thất & trang thiết bị cao cấp được đầu tư mới và hiện đại.+ phòng nghỉ có tầm nhìn đẹp nhất, rộng rãi, thoáng mát.bán nhanh giá tốt 72 tỷ.","vippp khách sạn đẳng cấp 3 sao vị trí đắc địa 2 mặt tiền đường trung tâm thành phố. khách sạn 10 tầng 238m2 1 tầng hầm, 1 tầng kỹ thuật, 8 tầng phòng nghỉ. vị trí ngay trung tâm đắc địa bậc nhất của thành phố 2 mặt tiền, gần bảo tàng chăm, cầu rồng, cầu sông hàn, nhà thờ con gà, chợ hàn, đường bạch đằng, trần phú nhộn nhịp sầm uất. hệ thống 50 phòng nghỉ, cùng với tất cả nội thất trang thiết bị cao cấp được đầu tư mới và hiện đại. phòng nghỉ có tầm nhìn đẹp nhất, rộng rãi, thoáng mát. bán nhanh giá tốt 72 tỷ."
17,17,"bán nhanh lô đất siêu hot, vài bước ra tới biển.+ diện tích đất siêu rộng 329m2.+ thích hợp để xây dựng nhà hàng, khách sạn.+ chỉ còn lô duy nhất, không kiếm ra lô thứ 2.+ giá cực rẻ, bán nhanh.giá rẻ - bán nhanh 66.6 tỷ.","bán nhanh lô đất siêu hot, vài bước ra tới biển. diện tích đất siêu rộng 329m2. thích hợp để xây dựng nhà hàng, khách sạn. chỉ còn lô duy nhất, không kiếm ra lô thứ 2. giá cực rẻ, bán nhanh. giá rẻ bán nhanh 66.6 tỷ."
18,18,"+ mảnh đất giáp rừng bà nà, sau lưng suối mơ. + diện tích trên sổ 80 hecta, diện tích thật hơn 100 hecta.+ thích hợp đầu tư làm khu du lịch sinh thái. + hiện tại chủ đang trồng 15 ha gỗ lát hoa nhập từ mexico về, cây đã được 1 năm tuổi rồi, còn lại là gỗ keo, cây ăn trái.+ trên sổ 80 hecta đất rừng + trồng cây lâu năm. thực tế là 100 hecta đất rừng + trồng cây lâu năm + đất ở + đất tự khai phá thêm. + hệ thống đường 2 làn xe.+ tiện ích xung quanh đầy đủ, giao thông thuận tiện.","mảnh đất giáp rừng bà nà, sau lưng suối mơ. diện tích trên sổ 80 hecta, diện tích thật hơn 100 hecta. thích hợp đầu tư làm khu du lịch sinh thái. hiện tại chủ đang trồng 15 ha gỗ lát hoa nhập từ me x ico về, cây đã được 1 năm tuổi rồi, còn lại là gỗ keo, cây ăn trái. trên sổ 80 hecta đất rừng trồng cây lâu năm. thực tế là 100 hecta đất rừng trồng cây lâu năm đất ở đất tự khai phá thêm. hệ thống đường 2 làn xe. tiện ích xung quanh đầy đủ, giao thông thuận tiện."
19,19,"💥💥bán nhanh tòa nhà chung cư ngũ hành sơn - phố an thượng - với mô hình kinh doanh rất thành công.💥💥+ diện tích 270m2.+ tòa nhà: 8 tầng (2000m2).+ toà nhà chung cư lớn. bao gồm hoạt động kinh doanh liên tục với tất cả đồ đạc và thiết bị. + khu vực nhiều khách sạn, căn hộ, quán ăn, bar phục vụ người nước ngoài sầm uất, an ninh tốt.+ cách biển 100m.giá cực kì tốt - mua nhanh 72 tỷ.","bán nhanh tòa nhà chung cư ngũ hành sơn phố an thượng với mô hình kinh doanh rất thành công. diện tích 270m2. tòa nhà 8 tầng (2000m2). toà nhà chung cư lớn. bao gồm hoạt động kinh doanh liên tục với tất cả đồ đạc và thiết bị. khu vực nhiều khách sạn, căn hộ, quán ăn, bar phục vụ người nước ngoài sầm uất, an ninh tốt. cách biển 100m. giá cực kì tốt mua nhanh 72 tỷ."
20,20,"💥💥 biệt thự đẳng cấp - kđt phú mỹ an - đường lớn - diện tích rộng - sát bờ sông 💥💥+ mặt tiền đường rộng 15m, vỉa hè 4.5m, nhìn ra dãy villa ven sông, diện tích đất 472 m², diện tích sử dụng 486 m².+ thiết kế 3 tầng 4 phòng ngủ, một phòng làm việc có thể cải tạo thành phòng ngủ, một phòng karaoke, có hồ bơi, hồ cá koi,...+ có khách sẵn sàng thuê lại 80 triệu một tháng, hợp đồng lâu dài 5 - 7 năm. sập hầm giá 28.5 tỷ.","biệt thự đẳng cấp kđt phú mỹ an đường lớn diện tích rộng sát bờ sông mặt tiền đường rộng 15m, vỉa hè 4.5m, nhìn ra dãy villa ven sông, diện tích đất 472 m2, diện tích sử dụng 486 m2. thiết kế 3 tầng 4 phòng ngủ, một phòng làm việc có thể cải tạo thành phòng ngủ, một phòng karaoke, có hồ bơi, hồ cá koi,... có khách sẵn sàng thuê lại 80 triệu một tháng, hợp đồng lâu dài 5 7 năm. sập hầm giá 28.5 tỷ."
21,21,"💎💎 khách sạn vip mới 96,69%. dòng tiền đỉnh thuê khoán 200 triệu/tháng. 💎💎+ diện tích 110m2.+ khách sạn gồm 17 phòng trong đó có 4 căn hộ cho thuê dài hạn.+ dòng tiền cho thuê trên 200 triệu/tháng.+ khu vip bậc nhất đà thành.mua nhanh - giá cực tốt chỉ 25 tỷ.","khách sạn vip mới 96,69 . dòng tiền đỉnh thuê khoán 200 triệu/tháng. diện tích 110m2. khách sạn gồm 17 phòng trong đó có 4 căn hộ cho thuê dài hạn. dòng tiền cho thuê trên 200 triệu/tháng. khu vip bậc nhất đà thành. mua nhanh giá cực tốt chỉ 25 tỷ."
22,22,"biệt thự tân cổ điển - bể bơi - view sông - đường lớn - vỉa hè thênh thang - kinh doanh đẳng cấp - tặng nội thất ngoại nhập đức.+ bán nhanh biệt thự tân cổ điển. diện tích hơn 150m2.+ full nội thất gỗ nhập khẩu sang trọng + hồ bơi.+ gồm 4 phòng ngủ vip khép kín. có phòng ngủ dưới tầng trệt cho người lớn tuổi . + gần ngay cầu hoà xuân, kết nối giao thông cực thuận tiện.+ đường 10m50. giá cực tốt 20.6 tỷ.","biệt thự tân cổ điển bể bơi view sông đường lớn vỉa hè thênh thang kinh doanh đẳng cấp tặng nội thất ngoại nhập đức. bán nhanh biệt thự tân cổ điển. diện tích hơn 150m2. full nội thất gỗ nhập khẩu sang trọng hồ bơi. gồm 4 phòng ngủ vip khép kín. có phòng ngủ dưới tầng trệt cho người lớn tuổi . gần ngay cầu hoà xuân, kết nối giao thông cực thuận tiện. đường 10m50. giá cực tốt 20.6 tỷ."
23,23,"💥💥 siêu phẩm nhà giường huế - cổ - view vườn cây cảnh - ở sướng thư giãn mát mẻ. 💥💥  + diện tích gần 600m2, nhỉnh 30tr/m2 giá sập sàn.+ nhà 2 mặt tiền, có cổng sau kiệt ô tô. + đường 7m5 xe đậu cửa.+ khu dân cư đông đúc, yên tĩnh, ở sướng. + nở hậu.+ phù hợp kinh doanh.giá sập sàn 19 tỷ.","siêu phẩm nhà giường huế cổ view vườn cây cảnh ở sướng thư giãn mát mẻ. diện tích gần 600m2, nhỉnh 30tr/m2 giá sập sàn. nhà 2 mặt tiền, có cổng sau kiệt ô tô. đường 7m5 xe đậu cửa. khu dân cư đông đúc, yên tĩnh, ở sướng. nở hậu. phù hợp kinh doanh. giá sập sàn 19 tỷ."
24,24,"🌹🌹🌹🌹 đẳng cấp nghỉ dưỡng - top khách sạn hot trend - vài phút ra biển - tiện ích bạt ngàn  - lợi thế lô góc 🌹🌹🌹🌹+ nằm trên diện tích đất 210m2, 10 tầng.+ vị trí siêu đẹp, view marble mountain, son tra peninsula, sun wheel,... + vài phút đi bộ đến biển. + khách sạn gồm 33 phòng:           - thiết kế độc đáo, nội thất sang trọng, hiện đại, màu sắc trang nhã phù hợp với thị hiếu khách hàng. + các phòng đầy đủ tiện ích:           - tv, điều hòa nhiệt độ, tủ lạnh,...           - ngoài ra còn các tiện ích chung,... + hiện chủ đang tự vận hành khách sạn, đã đăng ký đầy đủ các chứng từ pháp lý như:           - đăng ký kinh doanh.          - chứng nhận an toàn pccc.          - chứng nhận đăng ký thuế,…                 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹giá tốt nhất thị trường - bán nhanh 63 tỷ.","đẳng cấp nghỉ dưỡng top khách sạn hot trend vài phút ra biển tiện ích bạt ngàn lợi thế lô góc nằm trên diện tích đất 210m2, 10 tầng. vị trí siêu đẹp, view marble mountain, son tra peninsula, sun wheel,... vài phút đi bộ đến biển. khách sạn gồm 33 phòng thiết kế độc đáo, nội thất sang trọng, hiện đại, màu sắc trang nhã phù hợp với thị hiếu khách hàng. các phòng đầy đủ tiện ích tv, điều hòa nhiệt độ, tủ lạnh,... ngoài ra còn các tiện ích chung,... hiện chủ đang tự vận hành khách sạn, đã đăng ký đầy đủ các chứng từ pháp lý như đăng ký kinh doanh. chứng nhận an toàn pccc. chứng nhận đăng ký thuế,... giá tốt nhất thị trường bán nhanh 63 tỷ."
25,25,"💎💎 villa đẳng cấp bậc nhất nam việt á - đường vip - diện tích khủng – vài bước ra sông hàn vài bước tới biển 💎💎+ diện tích khủng gần 650m2.+ đầy đủ tiện nghi, có bể bơi, hồ cá koi.+ bao gồm 4 phòng ngủ, phòng làm việc, phòng sinh hoạt chung, bể bơi, hồ cá koi, tiện nghi đẳng cấp khỏi bàn.+chủ nhà cực kỳ chăm chút, tỉ mỉ, từng chi tiết và nội thất được lựa chọn cực kỳ kĩ lưỡng.giá sập sàn 41 tỷ.","villa đẳng cấp bậc nhất nam việt á đường vip diện tích khủng vài bước ra sông hàn vài bước tới biển diện tích khủng gần 650m2. đầy đủ tiện nghi, có bể bơi, hồ cá koi. bao gồm 4 phòng ngủ, phòng làm việc, phòng sinh hoạt chung, bể bơi, hồ cá koi, tiện nghi đẳng cấp khỏi bàn. chủ nhà cực kỳ chăm chút, tỉ mỉ, từng chi tiết và nội thất được lựa chọn cực kỳ kĩ lưỡng. giá sập sàn 41 tỷ."
26,26,"nhà bán trước thuộc kiệt nay mở thành đường đặng vũ kỷ 7m5.+ diện tích đất rộng hơn 200m2, mặt rộng 6,5m.+ khuôn đất đẹp, phù hợp xây toà căn hộ cho thuê, khách sạn mini.+ nhà cấp 4 mới, đang có dòng tiền cho thuê.+ chủ gấp bán sắp đến ngày ngân hàng nhập kho.","nhà bán trước thuộc kiệt nay mở thành đường đặng vũ kỷ 7m5. diện tích đất rộng hơn 200m2, mặt rộng 6,5m. khuôn đất đẹp, phù hợp xây toà căn hộ cho thuê, khách sạn mini. nhà cấp 4 mới, đang có dòng tiền cho thuê. chủ gấp bán sắp đến ngày ngân hàng nhập kho."
27,27,"💥đẳng cấp đầu tư - nghỉ dưỡng nam việt á - đẹp quá xá - tiện nghi quá đã💥 + diện tích đất: 200m2 thiết kế 3 tầng.+ 6 phòng ngủ, đầy đủ tiện nghi trong đó:         - 2 phòng master rộng thiết kế hiện đại.        - 6 nhà vệ sinh khép kín, có bồn tắm nằm.        - 1 phòng xông hơi.        - hồ cá koi.        - 1 hồ bơi.         - phòng tập gym với 1 máy chạy bộ - ghế massage. 🌼🥀         - sân đỗ ô tô 🚘 tất cả full nội thất hiện đại cực đẹp cực cuốn.giá bán: 20.5 tỷ!","đẳng cấp đầu tư nghỉ dưỡng nam việt á đẹp quá xá tiện nghi quá đã diện tích đất 200m2 thiết kế 3 tầng. 6 phòng ngủ, đầy đủ tiện nghi trong đó 2 phòng master rộng thiết kế hiện đại. 6 nhà vệ sinh khép kín, có bồn tắm nằm. 1 phòng xông hơi. hồ cá koi. 1 hồ bơi. phòng tập gym với 1 máy chạy bộ ghế massage. sân đỗ ô tô tất cả full nội thất hiện đại cực đẹp cực cuốn. giá bán 20.5 tỷ"
28,28,"bán nhanh căn nhà siêu hot giá sập sàn giảm sốc 700 triệu ngay trung tâm hải châu.+ diện tích 100m2, vị trí ngay trung tâm thành phố.+ nhà đẹp, 3 tầng, 4 phòng ngủ, 4 wc, nội thất châu âu.+ dân cư đông đúc, an ninh tốt, hàng xóm thân thiện.+ đường thông thoáng.+ gần chợ, trường học, đầy đủ tiện ích công cộng.","bán nhanh căn nhà siêu hot giá sập sàn giảm sốc 700 triệu ngay trung tâm hải châu. diện tích 100m2, vị trí ngay trung tâm thành phố. nhà đẹp, 3 tầng, 4 phòng ngủ, 4 wc, nội thất châu âu. dân cư đông đúc, an ninh tốt, hàng xóm thân thiện. đường thông thoáng. gần chợ, trường học, đầy đủ tiện ích công cộng."
