,Unnamed: 0,Mô tả,text_cleaned
10,10,"😍😍 chỉ 2ty17 - nhà 2tang thanh khê. + nhà 2tang mới rộng thoáng, dt 60m2, 3pn, sân xe... + kiệt điện biên phủ rộng thoáng, cách mặt tiền 40m, trung tâm thanh khê + lh huy, kb zalo tham khảo nguồn nhà phong phú.","chỉ 2ty17 nhà 2tang thanh khê. nhà 2tang mới rộng thoáng, dt 60m2, 3pn, sân xe... kiệt điện biên phủ rộng thoáng, cách mặt tiền 40m, trung tâm thanh khê lh huy, kb zalo tham khảo nguồn nhà phong phú."
11,11,"⛔️⛔️ nhà mặt tiền khuê trung - cẩm lệ chỉ 3ty.  + căn góc kẹp kiệt 3 mặt thoáng, vị trí đẹp sát cmt8  + nhà 3tang kiên cố, 2pn, công năng đủ, nhiều tiện ích. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","nhà mặt tiền khuê trung cẩm lệ chỉ 3ty. căn góc kẹp kiệt 3 mặt thoáng, vị trí đẹp sát cmt8 nhà 3tang kiên cố, 2pn, công năng đủ, nhiều tiện ích. lh huy, kb zalo tham khảo nguồn nhà phong phú."
12,12,"💥💥chỉ 2ty4 - nhà mặt tiền đg 7m5 liên chiểu.  + nhà 1 trệt 1 lửng 3pn, dt 90m2  + đg 7m5 lề 3m5 giao hoàng văn thái ( mặt tiền giá nhà hẻm ) nhanh chân mới kịp.  + lh huy, kb zalo tham khảo nguồn nhà phong phú","chỉ 2ty4 nhà mặt tiền đg 7m5 liên chiểu. nhà 1 trệt 1 lửng 3pn, dt 90m2 đg 7m5 lề 3m5 giao hoàng văn thái ( mặt tiền giá nhà hẻm ) nhanh chân mới kịp. lh huy, kb zalo tham khảo nguồn nhà phong phú"
13,13,"🟩🟩 thanh khê - kiệt 3m gần chợ chỉ 2ty25.  + nhà 2tang 2pn thoáng mát…công năng đủ + kiệt đẹp rộng thông thoáng nhiều tiện ích. cù chính lan trung tam thanh khê + lh huy, kb zalo tham khảo nguồn nhà phong phú.","thanh khê kiệt 3m gần chợ chỉ 2ty25. nhà 2tang 2pn thoáng mát... công năng đủ kiệt đẹp rộng thông thoáng nhiều tiện ích. cù chính lan trung tam thanh khê lh huy, kb zalo tham khảo nguồn nhà phong phú."
14,14,"🛜🛜 hải châu - mặt tiền đg 7m5 chỉ 6ty.  + nhà 4tang mới đẹp, gồm 3 pn, 4wc riêng, 1 p. thờ, phòng giặt phơi, nội thất hiện đại, đầy đủ công năng. + vị trí kinh doanh đg 7m5 trung tâm hải châu. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","hải châu mặt tiền đg 7m5 chỉ 6ty. nhà 4tang mới đẹp, gồm 3 pn, 4wc riêng, 1 p. thờ, phòng giặt phơi, nội thất hiện đại, đầy đủ công năng. vị trí kinh doanh đg 7m5 trung tâm hải châu. lh huy, kb zalo tham khảo nguồn nhà phong phú."
15,15,"♻️♻️ sơn trà - nhà mặt tiền đg 5m5 ngay cầu rồng chỉ 3ty4.  + nhà 3tang 3 mê mới ở ngay,  + vị trí đẹp sát vo van kiệt. an trung đông - sơn trà + lh huy, kb zalo tham khảo them nguồn nhà phong phú.","sơn trà nhà mặt tiền đg 5m5 ngay cầu rồng chỉ 3ty4. nhà 3tang 3 mê mới ở ngay, vị trí đẹp sát vo van kiệt. an trung đông sơn trà lh huy, kb zalo tham khảo them nguồn nhà phong phú."
16,16,"😎😎 hoà xuân - đg 7m5 - nhà đẹp long lanh chỉ 4ty nhỉnh.  + nhà 4tang rộng thoáng, nội thất xịn, hồ cá koi, sân xe oto...khu dân trí cao + đg 7m5 gần văn triến dũng, trần nam trung... + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","hoà xuân đg 7m5 nhà đẹp long lanh chỉ 4ty nhỉnh. nhà 4tang rộng thoáng, nội thất xịn, hồ cá koi, sân xe oto... khu dân trí cao đg 7m5 gần văn triến dũng, trần nam trung... lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
17,17,"🤢🤢.hoà minh - nhà mặt tiền sát biển chỉ 4ty2. + nhà đẹp 3tang 3pn, vài bước ra biển. gần shophouse nguyễn sinh sắc. + phùng chí kiên- hoà minh- liên chiểu dân trí cao. + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.",".hoà minh nhà mặt tiền sát biển chỉ 4ty2. nhà đẹp 3tang 3pn, vài bước ra biển. gần shophouse nguyễn sinh sắc. phùng chí kiên hoà minh liên chiểu dân trí cao. lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
18,18,"🍄🍄 mặt tiền khuê trung, cẩm lệ chỉ 4ty3. + vị trí đẹp giáp hải châu, mặt tiền trương quang giao sát nguyễn hữu thọ, cmt8… + nhà 4tang 4pn, có thể thêm pn, sân rộng…ở + ks tốt. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","mặt tiền khuê trung, cẩm lệ chỉ 4ty3. vị trí đẹp giáp hải châu, mặt tiền trương quang giao sát nguyễn hữu thọ, cmt8... nhà 4tang 4pn, có thể thêm pn, sân rộng... ở ks tốt. lh huy, kb zalo tham khảo nguồn nhà phong phú."
19,19,"🍀🍀 mặt tiền đg 10m5 hoà minh chỉ 3ty25. + mặt tiền kd sát đh duy tân - liên chiểu. buôn bán tốt, xung quanh bán quán cơm, hàng nước, các dịch vụ cho sinh viên + đg 10m5 lề 5m, dt 100m2 ( tặng nhà 2tang ).  + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","mặt tiền đg 10m5 hoà minh chỉ 3ty25. mặt tiền kd sát đh duy tân liên chiểu. buôn bán tốt, xung quanh bán quán cơm, hàng nước, các dịch vụ cho sinh viên đg 10m5 lề 5m, dt 100m2 ( tặng nhà 2tang ). lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
20,20,"🥶🥶 nhà mặt tiền hoà hải- nhson chỉ 2ty65. + dt 90m2 nhà 1 trệt 1 lửng, móng 3 tầng. + đg 5m5 song song võ chí công, gần sông, 5phut ra biển, khu fpt… + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú","nhà mặt tiền hoà hải nhson chỉ 2ty65. dt 90m2 nhà 1 trệt 1 lửng, móng 3 tầng. đg 5m5 song song võ chí công, gần sông, 5phut ra biển, khu fpt... lh huy, kb zalo tham khảo thêm nguồn nhà phong phú"
21,21,"🆘🆘 hoà minh - tô hiệu 131m2 chỉ 3ty1. + dt khủng 131m2, nhà 3tang 3pn mới đẹp, có sân vườn rộng thoáng. + tô hiệu gần ngã 4 hoàng thị loan, chỉ sau nhà mặt tiền. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","hoà minh tô hiệu 131m2 chỉ 3ty1. dt khủng 131m2, nhà 3tang 3pn mới đẹp, có sân vườn rộng thoáng. tô hiệu gần ngã 4 hoàng thị loan, chỉ sau nhà mặt tiền. lh huy, kb zalo tham khảo nguồn nhà phong phú."
22,22,"🌍🌍 hải châu - căn hộ dòng tiền đống đa chỉ 5ty nhỉnh.  + vị trí đẹp, kiệt oto 5m đống đa vài bước ra mặt tiền. + dt 75m2 ( 5x17 ), nhà 4tang gồm 10 phòng dòng tiền 25tr/tháng. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","hải châu căn hộ dòng tiền đống đa chỉ 5ty nhỉnh. vị trí đẹp, kiệt oto 5m đống đa vài bước ra mặt tiền. dt 75m2 ( 5 x 17 ), nhà 4tang gồm 10 phòng dòng tiền 25tr/tháng. lh huy, kb zalo tham khảo nguồn nhà phong phú."
23,23,"🐤🐤 đg 5m5 liên chiểu - nhà 2tang chỉ 1ty9.  + dt khủng 116m2 (5x23) vuông đẹp, nhà 2tang 3pn, sân xe oto. + đg bê tông 5m5 cách hoàng văn thái 150m, nhiều tiện ích. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","đg 5m5 liên chiểu nhà 2tang chỉ 1ty9. dt khủng 116m2 (5 x 23) vuông đẹp, nhà 2tang 3pn, sân xe oto. đg bê tông 5m5 cách hoàng văn thái 150m, nhiều tiện ích. lh huy, kb zalo tham khảo nguồn nhà phong phú."
24,24,"☢️☢️ căn hộ dòng tiền hải châu chỉ 3ty1. + nhà 3tang 3 mê gồm 7 phòng luôn full, doanh thu 20tr/tháng. + kiệt 3 tháng 2, trung tâm hải châu gần cầu sông hàn. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","căn hộ dòng tiền hải châu chỉ 3ty1. nhà 3tang 3 mê gồm 7 phòng luôn full, doanh thu 20tr/tháng. kiệt 3 tháng 2, trung tâm hải châu gần cầu sông hàn. lh huy, kb zalo tham khảo nguồn nhà phong phú."
25,25,"☀️☀️ sơn trà - lô góc ngã 4 gia tốt. + lô góc 2 mặt tiền gần vương thừa vũ, cách biển 200m khu vực toàn khách sạn, villa, căn hộ cho thuê... + dt 125m2 ( 7x18.5 ) phù hợp mọi loại hình kd.  + gia chỉ 8ty ( lô góc đất biển, kd du lịch chỉ hơn 60tr/m2 ), ko có lô thứ 2. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","sơn trà lô góc ngã 4 gia tốt. lô góc 2 mặt tiền gần vương thừa vũ, cách biển 200m khu vực toàn khách sạn, villa, căn hộ cho thuê... dt 125m2 ( 7 x 18.5 ) phù hợp mọi loại hình kd. gia chỉ 8ty ( lô góc đất biển, kd du lịch chỉ hơn 60tr/m2 ), ko có lô thứ 2. lh huy, kb zalo tham khảo nguồn nhà phong phú."
26,26,"🍎🍎 villa hồ bơi ngay phố chỉ 4ty19. + nhà 3tang 3 mê 3pn, full nội thất cao cấp, hồ bơi… + 40m ra mặt tiền tcvan, 100m ra biển, bãi đỗ oto gần nhà. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","villa hồ bơi ngay phố chỉ 4ty19. nhà 3tang 3 mê 3pn, full nội thất cao cấp, hồ bơi... 40m ra mặt tiền tcvan, 100m ra biển, bãi đỗ oto gần nhà. lh huy, kb zalo tham khảo nguồn nhà phong phú."
27,27,"💥💥 rẻ nhất khu nam việt á- đg 7m5. + nhà 1 trệt 1 lửng 2pn, có thể thêm pn nếu muốn. + mặt tiền đg 7m5 nguyễn đình chiểu, song song lê văn hiến vừa ở vừa kd tốt. khu dân trí cao. + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","rẻ nhất khu nam việt á đg 7m5. nhà 1 trệt 1 lửng 2pn, có thể thêm pn nếu muốn. mặt tiền đg 7m5 nguyễn đình chiểu, song song lê văn hiến vừa ở vừa kd tốt. khu dân trí cao. lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
28,28,"💥💥 thanh khê- mặt tiền kinh doanh đg 7m5 chỉ 3tyx.  + vị trí đẹp, gần ngã 4 hà huy tập- thanh khê. + dt 71m2 ngang gần 7m, hiện chia làm 2 căn 2tang vừa ở vừa cho thuê. + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","thanh khê mặt tiền kinh doanh đg 7m5 chỉ 3ty x . vị trí đẹp, gần ngã 4 hà huy tập thanh khê. dt 71m2 ngang gần 7m, hiện chia làm 2 căn 2tang vừa ở vừa cho thuê. lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
29,29,"⚡️⚡️ chỉ hơn 2ty chút- kiệt oto cẩm lệ. + nhà 3tang, dt 55m2 mới đẹp, chủ ở sạch sẽ. + kiệt oto 3m5 bình thái, gần ngã 4 cẩm lệ giao ông ích đường. + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","chỉ hơn 2ty chút kiệt oto cẩm lệ. nhà 3tang, dt 55m2 mới đẹp, chủ ở sạch sẽ. kiệt oto 3m5 bình thái, gần ngã 4 cẩm lệ giao ông ích đường. lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
30,30,"😱😱 cẩm lệ- nhà đẹp chỉ 2ty nhỉnh.  + dt lớn 103m2, ngang 7m, nhà 2tang mới đẹp, 3pn, sân xe rộng... + kiệt tôn đản, oto đỗ cách nhà 5m. nhiều tiện ích + lh huy kb zalo tham khảo nguồn nhà phong phú.","cẩm lệ nhà đẹp chỉ 2ty nhỉnh. dt lớn 103m2, ngang 7m, nhà 2tang mới đẹp, 3pn, sân xe rộng... kiệt tôn đản, oto đỗ cách nhà 5m. nhiều tiện ích lh huy kb zalo tham khảo nguồn nhà phong phú."
31,31,"🔥🔥 mặt tiền 3tang ngay phố chỉ 4tyx.  + nhà 3tang mới đẹp đg bàu hạc, dt 61m2, 3pn... + gần chợ cồn, các tuyến phố lớn nguyễn hoàng, hàm nghi… + lh huy kb zalo tham khảo thêm nguồn nhà phong phú.","mặt tiền 3tang ngay phố chỉ 4ty x . nhà 3tang mới đẹp đg bàu hạc, dt 61m2, 3pn... gần chợ cồn, các tuyến phố lớn nguyễn hoàng, hàm nghi... lh huy kb zalo tham khảo thêm nguồn nhà phong phú."
32,32,"🌿🌿 kiệt 7m- nhà 2tang đẹp chỉ 2ty65.  + dt 70m2, nhà 2tang, 3pn… oto đậu đỗ 24/24 vài chiếc,  + kiệt 7m, vài bước ra mặt tiền cmt8. gần chợ, bvien, trường học... + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","kiệt 7m nhà 2tang đẹp chỉ 2ty65. dt 70m2, nhà 2tang, 3pn... oto đậu đỗ 24/24 vài chiếc, kiệt 7m, vài bước ra mặt tiền cmt8. gần chợ, bvien, trường học... lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
33,33,"🌖🌖 mặt tiền kinh doanh gần chợ chỉ 4tyx.  + vị trí đẹp dg 7m5 nguyễn thị thập, sát trường đh fpt, chợ phú lộc, biển… + nhà mới đẹp full nội thất.  + lh huy kb zalo tham khảo thêm nguồn nhà phong phú.","mặt tiền kinh doanh gần chợ chỉ 4ty x . vị trí đẹp dg 7m5 nguyễn thị thập, sát trường đh fpt, chợ phú lộc, biển... nhà mới đẹp full nội thất. lh huy kb zalo tham khảo thêm nguồn nhà phong phú."
34,34,"🆘🆘. chỉ 1ty89- nhà 2tang tôn đản.  + dt 60m2 ngang 5m rộng thoáng, nhà 2tang móng 3tang, vào ở ngay + nhà chỉ sau mt tôn đản gần lê trọng tấn nhiều tiện ích + lh huy, kb zalo tham khảo nguồn nhà phong phú.",". chỉ 1ty89 nhà 2tang tôn đản. dt 60m2 ngang 5m rộng thoáng, nhà 2tang móng 3tang, vào ở ngay nhà chỉ sau mt tôn đản gần lê trọng tấn nhiều tiện ích lh huy, kb zalo tham khảo nguồn nhà phong phú."
35,35,"✅✅ nhà mặt tiền giáp đg bắc sơn chỉ 3ty1.  + nhà mê lửng đúc kiên cố, dt 90m2 vừa ở + kd.  + song song bắc sơn- yên thế, gần chợ hoà an, bxe trung tâm.  + lh huy, kb zalo tham khảo nguồn nhà phong phú.","nhà mặt tiền giáp đg bắc sơn chỉ 3ty1. nhà mê lửng đúc kiên cố, dt 90m2 vừa ở kd. song song bắc sơn yên thế, gần chợ hoà an, b x e trung tâm. lh huy, kb zalo tham khảo nguồn nhà phong phú."
36,36,"🌈🌈 biệt thự hải châu chỉ 7tyx.  + sở hữu lô góc 3 mặt tiền, ngang 20m, dt đất 120m2, nhà 4tang, gara xe oto. + vị trí trung tâm hải châu, gần chợ hoà cường, lê thanh nghị, tiểu la… + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú.","biệt thự hải châu chỉ 7ty x . sở hữu lô góc 3 mặt tiền, ngang 20m, dt đất 120m2, nhà 4tang, gara xe oto. vị trí trung tâm hải châu, gần chợ hoà cường, lê thanh nghị, tiểu la... lh huy, kb zalo tham khảo thêm nguồn nhà phong phú."
37,37,"🔥🔥 sơn trà- mặt tiền kinh doanh vip chỉ 8ty.  + ngay ngã 4 ngô quyền- nguyễn văn thoại - cầu trần thị lý.  + nhà 2,5tang ở + kd tốt. nhà sắp phát mãi ngân hàng ace nhanh chân  + lh huy, kb zalo tham khảo nguồn nhà phong phú.","sơn trà mặt tiền kinh doanh vip chỉ 8ty. ngay ngã 4 ngô quyền nguyễn văn thoại cầu trần thị lý. nhà 2,5tang ở kd tốt. nhà sắp phát mãi ngân hàng ace nhanh chân lh huy, kb zalo tham khảo nguồn nhà phong phú."
38,38,"🤩🤩 chỉ 2ty nhỉnh có ngay căn nhà phố hải châu.  + nhà 2,5tang rộng rãi thoáng mát 3pn, vài bước ra mặt tiền đống đa,  + gần đg quang trung, ông ích khiêm, bạch đằng, toà nhà hc thành phố... + khu dân trí cao, nhiều tiện ích.  + lh huy, thương lượng chính chủ.","chỉ 2ty nhỉnh có ngay căn nhà phố hải châu. nhà 2,5tang rộng rãi thoáng mát 3pn, vài bước ra mặt tiền đống đa, gần đg quang trung, ông ích khiêm, bạch đằng, toà nhà hc thành phố... khu dân trí cao, nhiều tiện ích. lh huy, thương lượng chính chủ."
39,39,"🆘🆘 chỉ 2ty15- nhà 2tang thanh khê.  + dt 70m2, nhà 2tang 3pn, sân xe…tiện ích bạt ngàn. + kiệt rộng 70m ra mặt tiền trần cao vân. gần ngã 4 lê độ giáp hải châu. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","chỉ 2ty15 nhà 2tang thanh khê. dt 70m2, nhà 2tang 3pn, sân xe... tiện ích bạt ngàn. kiệt rộng 70m ra mặt tiền trần cao vân. gần ngã 4 lê độ giáp hải châu. lh huy, kb zalo tham khảo nguồn nhà phong phú."
40,40,"🛜🛜 nhà 2,5tang hải châu chỉ 2ty5.  + đống đa kiệt rộng thoáng, nhà 2,5tang 3pn + nhà ngay phố vài bước ra mặt tiền, gần ngã 4 quang trung, ông ích khiêm. + lh huy, kb zalo tham khảo thêm nguồn nhà phong phú","nhà 2,5tang hải châu chỉ 2ty5. đống đa kiệt rộng thoáng, nhà 2,5tang 3pn nhà ngay phố vài bước ra mặt tiền, gần ngã 4 quang trung, ông ích khiêm. lh huy, kb zalo tham khảo thêm nguồn nhà phong phú"
41,41,"🍀🍀 chỉ 1ty95- hùng vương, vài bước ra chợ cồn.  + dt lớn 75m2 tặng nhà 2pn, sân xe rộng.. + kiệt rộng thoáng gần big c. ngay trung tâm phố nhiều tiện ích. + lh huy, kb zalo tham khảo nguồn nhà phong phú.","chỉ 1ty95 hùng vương, vài bước ra chợ cồn. dt lớn 75m2 tặng nhà 2pn, sân xe rộng.. kiệt rộng thoáng gần big c. ngay trung tâm phố nhiều tiện ích. lh huy, kb zalo tham khảo nguồn nhà phong phú."
42,42,"🐳🐳 đảo vip hoà xuân chỉ 5tyx. + vị trí vip ngay cầu hoà xuân, giáp sông. + nhà 3,5tang - 3,5 mê thiết kế phong cách biệt thự. + nội thất toàn hàng xin, nhập khẩu châu âu... phòng khách: 1 tivi bếp: tất cả đều thiết bị bosch (máy rửa chén, bếp từ, lò nướng, lò vi sóng), tủ lạnh side by side hitachi (mua hơn 50tr) p tắm: máy nước nóng ariston pn: điều hòa inverter panasonic (cho 3 phòng ngủ), riêng pn chính tần 2 có thêm tv lg 46"" sân: đổ oto. + lh huy , lvcc.","đảo vip hoà xuân chỉ 5ty x . vị trí vip ngay cầu hoà xuân, giáp sông. nhà 3,5tang 3,5 mê thiết kế phong cách biệt thự. nội thất toàn hàng xin, nhập khẩu châu âu... phòng khách 1 tivi bếp tất cả đều thiết bị bosch (máy rửa chén, bếp từ, lò nướng, lò vi sóng), tủ lạnh side by side hitachi (mua hơn 50tr) p tắm máy nước nóng ariston pn điều hòa inverter panasonic (cho 3 phòng ngủ), riêng pn chính tần 2 có thêm tv lg 46 sân đổ oto. lh huy , lvcc."
