,Mô tả,text_cleaned
10,"bán nhà đường hà tông quyền, phường khuê trung, quận cẩm lệ, đà nẵng+ dt: 137m2 (5x27). hướng đông. đường 10m5, vỉa hè 5m.+ kết cấu nhà 3.5 tầng, 2 mặt tiền trước sau, + vị trí đẹp, đoạn kinh doanh sầm uất, gần cách mạng tháng 8. thông phạm hùng.giá bán: 8.4 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán nhà đường hà tông quyền, phường khuê trung, quận cẩm lệ, đà nẵng dt 137m2 (5 x 27). hướng đông. đường 10m5, vỉa hè 5m. kết cấu nhà 3.5 tầng, 2 mặt tiền trước sau, vị trí đẹp, đoạn kinh doanh sầm uất, gần cách mạng tháng 8. thông phạm hùng.giá bán 8.4 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
11,"bán nhà đường phạm hùng, phường hòa châu, huyện hòa vang, đà nẵng+ dt: 191m2 (8.5m x 23m). hướng đông + bắc+ nhà mê lửng, góc 2 mặt tiền đường cực thoáng mát + vị trí đẹp thích hợp kinh doanh, đầu cầu cẩm lệ, bệnh viện y học cổ truyền, showroom toyota,…giá bán: 13 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán nhà đường phạm hùng, phường hòa châu, huyện hòa vang, đà nẵng dt 191m2 (8.5m x 23m). hướng đông bắc nhà mê lửng, góc 2 mặt tiền đường cực thoáng mát vị trí đẹp thích hợp kinh doanh, đầu cầu cẩm lệ, bệnh viện y học cổ truyền, showroom toyota,...giá bán 13 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
12,"bán đất đường phú lộc 22, phường hòa minh, quận liên chiểu, đà nẵng.+ dt: 190m2 (5x19). hướng tây bắc. đường 7m5, vỉa hè 4m.+ đất vuông vức, full thổ cư.+ ngay sau lưng dãy shophouse nguyễn sinh sắc. dân cư sầm uất đông đúc, khu dân cư cao cấp nên toàn biệt thự, khách sạn, homestay, kinh doanh cafe.+ full tiện ích xung quanh, đi bộ ra biển nguyễn tất thành cực đẹp, gần chợ, trường quốc tế, ngân hàng, nhà hàng, cafe...giá bán: 9.8 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán đất đường phú lộc 22, phường hòa minh, quận liên chiểu, đà nẵng. dt 190m2 (5 x 19). hướng tây bắc. đường 7m5, vỉa hè 4m. đất vuông vức, full thổ cư. ngay sau lưng dãy shophouse nguyễn sinh sắc. dân cư sầm uất đông đúc, khu dân cư cao cấp nên toàn biệt thự, khách sạn, homestay, kinh doanh cafe. full tiện ích xung quanh, đi bộ ra biển nguyễn tất thành cực đẹp, gần chợ, trường quốc tế, ngân hàng, nhà hàng, cafe...giá bán 9.8 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
13,"bán khách sạn đường võ nguyên giáp, phường mỹ an, quận ngũ hành sơn, đà nẵng.+ dt: 140m2 (7x20). hướng đông bắc. đường 15m. vỉa hè rộng 7m.+ khách sạn mới đẹp 8 tầng, 31 phòng.+ doanh thu tự khai thác 200-220tr/tháng.+ ra biển chưa tới 2 phút đi bộ, gần resort premier village, hồ xuân hương. gần trung tâm, thuận tiện di chuyển vào hội an.giá bán: 46 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: ngọc linh","bán khách sạn đường võ nguyên giáp, phường mỹ an, quận ngũ hành sơn, đà nẵng. dt 140m2 (7 x 20). hướng đông bắc. đường 15m. vỉa hè rộng 7m. khách sạn mới đẹp 8 tầng, 31 phòng. doanh thu tự khai thác 200 220tr/tháng. ra biển chưa tới 2 phút đi bộ, gần resort premier village, hồ xuân hương. gần trung tâm, thuận tiện di chuyển vào hội an.giá bán 46 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng ngọc linh"
14,"bán đất đường 2 tháng 9, phường bình thuận, quận hải châu, đà nẵng.+ dt: 90m2 (ngang 4,5m x dài 20m). hướng đông. đường lớn 2 làn 22m.+ tọa lạc ở khu trung tâm trên con đường đẹp, nổi tiếng, sầm uất. đối diện công viên apec, gần sông hàn thơ mông, cầu rồng, cầu trần thị lý. rất phù hợp để quý khách lựa chọn, xây văn phòng, mặt bằng kinh doanh hoặc đầu tư sinh lời.+ giá bán chính chủ: 19.1 tỷ (tl)liên hệ em để xem nhà và làm việc chính chủ: 0972.884.10năm (linh)","bán đất đường 2 tháng 9, phường bình thuận, quận hải châu, đà nẵng. dt 90m2 (ngang 4,5m x dài 20m). hướng đông. đường lớn 2 làn 22m. tọa lạc ở khu trung tâm trên con đường đẹp, nổi tiếng, sầm uất. đối diện công viên apec, gần sông hàn thơ mông, cầu rồng, cầu trần thị lý. rất phù hợp để quý khách lựa chọn, xây văn phòng, mặt bằng kinh doanh hoặc đầu tư sinh lời. giá bán chính chủ 19.1 tỷ (tl)liên hệ em để xem nhà và làm việc chính chủ 0972.884.10năm (linh)"
15,"bán nhà đường doãn uẩn, phường khuê mỹ, quận ngũ hành sơn, đà nẵng.+ dt: 90m2 (5x18). hướng tây nam. đường 7m5, vỉa hè 5m.+ nhà cấp 4 đẹp, mê lửng. + gần cổng ký túc xá sinh viên, ngã tư hồ xuân hương cách sông đi bộ 5p.giá bán: 5.3 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán nhà đường doãn uẩn, phường khuê mỹ, quận ngũ hành sơn, đà nẵng. dt 90m2 (5 x 18). hướng tây nam. đường 7m5, vỉa hè 5m. nhà cấp 4 đẹp, mê lửng. gần cổng ký túc xá sinh viên, ngã tư hồ xuân hương cách sông đi bộ 5p.giá bán 5.3 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
16,"bán nhà đường tiểu la, phường hòa cường bắc, quận hải châu, đà nẵng.+ dt: 80m2 (5x16). hướng bắc. đường 10m5. vỉa hè 5m.+ nhà kết cấu 2 tầng kiên cố. vị trí đẹp, gần lương nhữ hộc, trưng nhị, nguyễn hữu thọ+ gần chợ nguyễn tri phương, gần trường lý thường kiệt, trường lý công uẩn,..giá bán chính chủ: 9.3 tỷliên hệ em dẫn đi xem và gặp chủ thương lượng:  (ngọc linh)","bán nhà đường tiểu la, phường hòa cường bắc, quận hải châu, đà nẵng. dt 80m2 (5 x 16). hướng bắc. đường 10m5. vỉa hè 5m. nhà kết cấu 2 tầng kiên cố. vị trí đẹp, gần lương nhữ hộc, trưng nhị, nguyễn hữu thọ gần chợ nguyễn tri phương, gần trường lý thường kiệt, trường lý công uẩn,..giá bán chính chủ 9.3 tỷliên hệ em dẫn đi xem và gặp chủ thương lượng (ngọc linh)"
17,"bán đất đường trần xuân lê, phường hòa khê, quận thanh khê, đà nẵng.+ dt đất: 200m2 (10x20). đường 7m.+ vị trí lô đất nằm khu trung tâm, gần sân bay quốc tế đn, bệnh viện, trường học các cấp, và đi đâu cũng gần.+ vị trí lô đất gần ca quận thanh khê - tòa án quận thanh khê - an ninh rất tốt - dân trí cao - không khí trong lành - rất nhiều tiện ích+ lợi thế kinh doanh và sinh lời rất tốt.giá bán: 9.7 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán đất đường trần xuân lê, phường hòa khê, quận thanh khê, đà nẵng. dt đất 200m2 (10 x 20). đường 7m. vị trí lô đất nằm khu trung tâm, gần sân bay quốc tế đn, bệnh viện, trường học các cấp, và đi đâu cũng gần. vị trí lô đất gần ca quận thanh khê tòa án quận thanh khê an ninh rất tốt dân trí cao không khí trong lành rất nhiều tiện ích lợi thế kinh doanh và sinh lời rất tốt.giá bán 9.7 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
18,"bán nhà đường huỳnh ngọc huệ, phường an khê, quận thanh khê, đà nẵng.+ dt: 100m2 (5x20). hướng tây nam. đường 10m5+ nhà 4 tầng, 4pn, 5wc. nhà vừa xong giai đoạn hoàn thiện, nhà thiết kế theo phong cách hiện đại và cực kỳ tâm huyết từ chủ nhà, sử dụng nội thất thiết bị cao cấp được sàn lọc rất kỹ, căn nhà được xây dựng cho con gái nhưng con không có nhu cầu sử dụng nên quyết định bán.giá bán: 9.5 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán nhà đường huỳnh ngọc huệ, phường an khê, quận thanh khê, đà nẵng. dt 100m2 (5 x 20). hướng tây nam. đường 10m5 nhà 4 tầng, 4pn, 5wc. nhà vừa xong giai đoạn hoàn thiện, nhà thiết kế theo phong cách hiện đại và cực kỳ tâm huyết từ chủ nhà, sử dụng nội thất thiết bị cao cấp được sàn lọc rất kỹ, căn nhà được xây dựng cho con gái nhưng con không có nhu cầu sử dụng nên quyết định bán.giá bán 9.5 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
19,"bán đất đường nguyễn tất thành, phường xuân hà, quận thanh khê, đà nẵng.+ dt đất: 500m2 (20x25). 2 mặt tiền trước sau. phía sau đường 5m.+ vị trí đẹp đắc địa gần tôn thất đạm và dự án vầng trăng khuyết thuận phước, giao thông di chuyển rất thuận tiện. khu vực đa tiện ích hạ tầng đồng bộ. diện tích lý tưởng xây dựng villa nghỉ dưỡng kết hợp kinh doanh khách sạn, dv... gia đình thiện chí bán nhanh.giá bán: 53.5 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng: 0972.884.10năm (ngọc linh)","bán đất đường nguyễn tất thành, phường xuân hà, quận thanh khê, đà nẵng. dt đất 500m2 (20 x 25). 2 mặt tiền trước sau. phía sau đường 5m. vị trí đẹp đắc địa gần tôn thất đạm và dự án vầng trăng khuyết thuận phước, giao thông di chuyển rất thuận tiện. khu vực đa tiện ích hạ tầng đồng bộ. diện tích lý tưởng xây dựng villa nghỉ dưỡng kết hợp kinh doanh khách sạn, dv... gia đình thiện chí bán nhanh.giá bán 53.5 tỷ lh em dẫn đi xem thực tế và gặp chủ thương lượng 0972.884.10năm (ngọc linh)"
20,"bán nhà đường mạc thị bưởi, phường hòa cường nam, quận hải châu.+ diện tích: 85.5m2 (4.5m x 19m). hướng đông. đường 5m5, lề 3m.+ kết cấu nhà 2 tầng gồm 3 phòng ngủ,, 2wc, phòng khách, bếp, phòng thờ…+ vị trí: trước mặt là trường cấp 1 lê đình chinh, cách metro 500m, cách công viên thanh niên 200m, cách chợ đầu mối 400m.giá bán: 4.9 tỷlh em để xem thực tế và làm việc chính chủ: 0972.884.10năm (ngọc linh)","bán nhà đường mạc thị bưởi, phường hòa cường nam, quận hải châu. diện tích 85.5m2 (4.5m x 19m). hướng đông. đường 5m5, lề 3m. kết cấu nhà 2 tầng gồm 3 phòng ngủ,, 2wc, phòng khách, bếp, phòng thờ... vị trí trước mặt là trường cấp 1 lê đình chinh, cách metro 500m, cách công viên thanh niên 200m, cách chợ đầu mối 400m.giá bán 4.9 tỷlh em để xem thực tế và làm việc chính chủ 0972.884.10năm (ngọc linh)"
21,"bán nhà đường lê đại hành, phường hòa thọ đông, quận cẩm lệ, đà nẵng.+ dt: 115m2 (6x19.3).  hướng tây bắc. đường mặt tiền đường 36m, 2 làn, vỉa hè 6m.+ nhà 2 tầng, 3 phòng ngủ, 3wc. sân rộng 6m, phong khách rộng rãi.+ vị trí nhà ngay đầu đường ông ích thuận tiện vào ở ngay hoặc kinh doanh.giá bán: 8.8 tỷlh em để xem thực tế và làm việc chính chủ: 0972.884.10năm (ngọc linh)","bán nhà đường lê đại hành, phường hòa thọ đông, quận cẩm lệ, đà nẵng. dt 115m2 (6 x 19.3). hướng tây bắc. đường mặt tiền đường 36m, 2 làn, vỉa hè 6m. nhà 2 tầng, 3 phòng ngủ, 3wc. sân rộng 6m, phong khách rộng rãi. vị trí nhà ngay đầu đường ông ích thuận tiện vào ở ngay hoặc kinh doanh.giá bán 8.8 tỷlh em để xem thực tế và làm việc chính chủ 0972.884.10năm (ngọc linh)"
22,"bán nhà đường hồ sỹ dương, phường hòa thọ đông, quận cẩm lệ, đà nẵng+ diện tích: 100m2 (5m x 20m). hướng đông nam mát mẻ. đường 7m5, vỉa hè 4m.+ kết cấu nhà 3 tầng xây kiên cố gồm: tầng 1: phòng khách, bếp, 1 pn trong có wc, 1 wc chung.tầng 2: 3 pn, trong có wc, 1 wc chung.tầng 3: phòng thờ, phòng tập gym, sân phơi, ban công.+ nhà xây tâm huyết, rất kiên cố.+ vị trí: gần đường lớn nguyễn phước tần, khu dân cư yên tĩnh, văn minh, dân trí cao.giá bán: 4.95 tỷlh em để xem thực tế và làm việc chính chủ: 0972.884.10năm (ngọc linh)","bán nhà đường hồ sỹ dương, phường hòa thọ đông, quận cẩm lệ, đà nẵng diện tích 100m2 (5m x 20m). hướng đông nam mát mẻ. đường 7m5, vỉa hè 4m. kết cấu nhà 3 tầng xây kiên cố gồm tầng 1 phòng khách, bếp, 1 pn trong có wc, 1 wc chung.tầng 2 3 pn, trong có wc, 1 wc chung.tầng 3 phòng thờ, phòng tập gym, sân phơi, ban công. nhà xây tâm huyết, rất kiên cố. vị trí gần đường lớn nguyễn phước tần, khu dân cư yên tĩnh, văn minh, dân trí cao.giá bán 4.95 tỷlh em để xem thực tế và làm việc chính chủ 0972.884.10năm (ngọc linh)"
23,"bán nhà đường mai lão bạng, phường thuận phước, quận hải châu, đà nẵng+ diện tích: 92.5m2 (7.8m x 12m). hướng nam mát mẻ. đường 5m5.+ kết cấu nhà 4 tầng xây kiểu mini vila. nội thất nhà toàn bằng gỗ, hiện đại và còn mới, có thể dọn vào ở ngay, để lại toàn bộ nội thất.-tầng 1 kinh doanh quán cafe rộng rãi (01 toilet và bếp rộng)-tầng 2 có 2 phòng ngủ và nơi để thư giãn (02 toilet)-tầng 3 có 1 phòng ngủ lớn, có thể cải tạo thành 2 phòng ngủ tùy thích và có nơi để thư giãn (01 toilet lớn để máy giặt, máy sấy)-tầng 4 rộng rãi xây kiểu mái thái, có phòng thờ.+ vị trí: gần chợ đống đa, gần vinmart, trường học… khu an ninh cực cao giá bán: 6.6 tỷlh em để xem thực tế và làm việc chính chủ: 0972.884.10năm (ngọc linh)","bán nhà đường mai lão bạng, phường thuận phước, quận hải châu, đà nẵng diện tích 92.5m2 (7.8m x 12m). hướng nam mát mẻ. đường 5m5. kết cấu nhà 4 tầng xây kiểu mini vila. nội thất nhà toàn bằng gỗ, hiện đại và còn mới, có thể dọn vào ở ngay, để lại toàn bộ nội thất. tầng 1 kinh doanh quán cafe rộng rãi (01 toilet và bếp rộng) tầng 2 có 2 phòng ngủ và nơi để thư giãn (02 toilet) tầng 3 có 1 phòng ngủ lớn, có thể cải tạo thành 2 phòng ngủ tùy thích và có nơi để thư giãn (01 toilet lớn để máy giặt, máy sấy) tầng 4 rộng rãi xây kiểu mái thái, có phòng thờ. vị trí gần chợ đống đa, gần vinmart, trường học... khu an ninh cực cao giá bán 6.6 tỷlh em để xem thực tế và làm việc chính chủ 0972.884.10năm (ngọc linh)"
24,"bán nhà đường bình thái 1, phường hòa thọ đông, quận cẩm lệ, đà nẵng+ diện tích: 138m2 (5.8m x 20m). hướng nam. đường 5m5, lề 1m+ kết cấu nhà 2 tầng đầy đủ công năng phục vụ sinh hoạt gia đình.+ vị trí: gần ông ích đường. thích hợp vừa ở vừa kinh doanh.giá bán: 5.3 tỷlh em để xem thực tế và làm việc chính chủ: 0972.884.10năm (ngọc linh)","bán nhà đường bình thái 1, phường hòa thọ đông, quận cẩm lệ, đà nẵng diện tích 138m2 (5.8m x 20m). hướng nam. đường 5m5, lề 1m kết cấu nhà 2 tầng đầy đủ công năng phục vụ sinh hoạt gia đình. vị trí gần ông ích đường. thích hợp vừa ở vừa kinh doanh.giá bán 5.3 tỷlh em để xem thực tế và làm việc chính chủ 0972.884.10năm (ngọc linh)"
