,Unnamed: 0,Mô tả,text_cleaned
10,10,"đường an dương vương✨tòa căn hộ 15 phòng ( nay bỏ 1 phòng làm kho còn 14p)- ngũ hành sơn - view sông hàn, biển mỹ khê - tặng full nội thất - cửa tự động - thang máy 630kg - dòng tiền khủng  ✨mô tả:+ 100m2 đất - sàn 620m2+ trung tâm ngũ hành sơn. 500m ra cầu trần thị lý. vài bước ra đường chương dương, trần hưng đạo, ngô quyền... + tầng thượng view sông sông hàn, biển mỹ khê, ngắm pháo hoa.+ khu dân cư cao cấp, an ninh, tiện ích đầy đủ. gần đại học kinh tế, chợ bắc mỹ an. 2p ra biển mỹ khê. + tiện ích bạt ngàn: nhà hàng, khách sạn, quán ăn...+ đường trước nhà 20m, vỉa hè 5m, đối diện công viên cây xanh, ô tô dừng đỗ ngày đêm.+ chủ tự xây và vận hành, luôn full phòng. dòng tiền gần 60- 100 triệu/tháng. tuỳ thời điểm.+ tòa căn hộ tổng 14 phòng (2 căn hộ + 12 studio), phòng nào cũng có cửa sổ, ô thoáng. thang bộ, thang máy ở giữa, cuối có thang thoát hiểm. hệ thống cửa tự động.- tầng 1: khu để xe, quầy lễ tân, wc, 1 studio.- tầng 2, 3, 4: tổng 9 studio.- tầng 5, 6: 2 căn hộ (phòng khách, bếp, 1 ngủ, wc) + 2 studio.- tum: sân thượng view toàn thành phố.+ giấy phép xây dựng, thiết kế, hồ sơ phòng cháy chữa cháy... đầy đủ.+ sổ phân lô, cất két, đã hoàn công.+ xây 2018+ điểm mạnh: nhiều phòng, dòng tiền cao, tỉ lệ full phòng 95%. hiện đang vận hành lưu trú theo tháng, dòng tiền cố định trên 60tr/ tháng mùa này. sát ngay quỹ đất tổ hợp dịch vụ thương mại và khu bắn pháo hoa của tp đà nẵng. gần biển, sát sông.+ điểm yếu: giá quá rẻ nhưng chưa ai biết nên em phải đăng bài. hi vọng gặp khách hữu duyên. - hiện tại với đất đường rộng 40m tại thành phố đà nẵng thì giá đã trên 100tr/m2 hết rồi. nay chủ cần bán gấp, nên bán với giá rẻ như tặng không toà nhàgiá vào việc 10ty9 có thương lượng( nếu mua bán nhanh trong tuần này)lh gặp mr. bảo- cam kết làm việc chính chủ- giá rẻ nhất thị trường- uy tín - kín đáo bảo mật thông tin khách hàng!","đường an dương vương tòa căn hộ 15 phòng ( nay bỏ 1 phòng làm kho còn 14p) ngũ hành sơn view sông hàn, biển mỹ khê tặng full nội thất cửa tự động thang máy 630kg dòng tiền khủng mô tả 100m2 đất sàn 620m2 trung tâm ngũ hành sơn. 500m ra cầu trần thị lý. vài bước ra đường chương dương, trần hưng đạo, ngô quyền... tầng thượng view sông sông hàn, biển mỹ khê, ngắm pháo hoa. khu dân cư cao cấp, an ninh, tiện ích đầy đủ. gần đại học kinh tế, chợ bắc mỹ an. 2p ra biển mỹ khê. tiện ích bạt ngàn nhà hàng, khách sạn, quán ăn... đường trước nhà 20m, vỉa hè 5m, đối diện công viên cây xanh, ô tô dừng đỗ ngày đêm. chủ tự xây và vận hành, luôn full phòng. dòng tiền gần 60 100 triệu/tháng. tuỳ thời điểm. tòa căn hộ tổng 14 phòng (2 căn hộ 12 studio), phòng nào cũng có cửa sổ, ô thoáng. thang bộ, thang máy ở giữa, cuối có thang thoát hiểm. hệ thống cửa tự động. tầng 1 khu để xe, quầy lễ tân, wc, 1 studio. tầng 2, 3, 4 tổng 9 studio. tầng 5, 6 2 căn hộ (phòng khách, bếp, 1 ngủ, wc) 2 studio. tum sân thượng view toàn thành phố. giấy phép xây dựng, thiết kế, hồ sơ phòng cháy chữa cháy... đầy đủ. sổ phân lô, cất két, đã hoàn công. xây 2018 điểm mạnh nhiều phòng, dòng tiền cao, tỉ lệ full phòng 95 . hiện đang vận hành lưu trú theo tháng, dòng tiền cố định trên 60tr/ tháng mùa này. sát ngay quỹ đất tổ hợp dịch vụ thương mại và khu bắn pháo hoa của tp đà nẵng. gần biển, sát sông. điểm yếu giá quá rẻ nhưng chưa ai biết nên em phải đăng bài. hi vọng gặp khách hữu duyên. hiện tại với đất đường rộng 40m tại thành phố đà nẵng thì giá đã trên 100tr/m2 hết rồi. nay chủ cần bán gấp, nên bán với giá rẻ như tặng không toà nhàgiá vào việc 10ty9 có thương lượng( nếu mua bán nhanh trong tuần này) lh gặp mr. bảo cam kết làm việc chính chủ giá rẻ nhất thị trường uy tín kín đáo bảo mật thông tin khách hàng"
11,11,"cần bán gấp lô đất khu phương trang - trung tâm liên chiểu đà nẵng- vị trí: mặt tiền đường 17m5 đường hòa minh 27- dt: 151m2- đường: 17m5 ( to rộng)- gần ngay biển, trục nguyễn sinh sắc và uỷ ban nhân dân quận liên chiểu- giá: hạ 6ty5 còn 5ty150 , bán đến công chứng.có tl nếu thiện chíchỉ tiếp khách thật sự thiện chí, cảm ơn!","cần bán gấp lô đất khu phương trang trung tâm liên chiểu đà nẵng vị trí mặt tiền đường 17m5 đường hòa minh 27 dt 151m2 đường 17m5 ( to rộng) gần ngay biển, trục nguyễn sinh sắc và uỷ ban nhân dân quận liên chiểu giá hạ 6ty5 còn 5ty150 , bán đến công chứng. có tl nếu thiện chí chỉ tiếp khách thật sự thiện chí, cảm ơn"
12,12,"🔥 chủ cần tiền bán khách sạn 120m2 ngay sát đường du lịch hà bổng –14,3 tỷ (có thương lượng)vị trí 120m ra công viên biển đông, khu vực sầm uất đông vui nhất mặt biển.+ kích thước 6x20m.+ 7 tầng, 20 phòng, có 2 căn hộ. đang cho thuê doanh thu 800triệu/năm+ vị trí trung tâm sơn trà, cả phố là khách sạn cao tầng.+ khách sạn còn mới vận hành tốt, giá hợp lý nhất khu vực, hiếm toà khách sạn bán⛱️ giá chào 14,3  tỷ. quý khách hàng đối tác có nhu cầu đầu tư vui lòng liên hệ làm việc.","chủ cần tiền bán khách sạn 120m2 ngay sát đường du lịch hà bổng 14,3 tỷ (có thương lượng) vị trí 120m ra công viên biển đông, khu vực sầm uất đông vui nhất mặt biển. kích thước 6 x 20m. 7 tầng, 20 phòng, có 2 căn hộ. đang cho thuê doanh thu 800triệu/năm vị trí trung tâm sơn trà, cả phố là khách sạn cao tầng. khách sạn còn mới vận hành tốt, giá hợp lý nhất khu vực, hiếm toà khách sạn bán giá chào 14,3 tỷ. quý khách hàng đối tác có nhu cầu đầu tư vui lòng liên hệ làm việc."
13,13,"📣 khách sạn biển đà nẵng chuẩn 3 sao chủ cần tiền bán nhanhhotel & spa chuẩn 3 sao đầy đủ dịch vụ: - hồ bơi- phòng gym- xe đạp- spa- đặc biệt có hỗ trợ miễn phí xe điện 1 chiều ra biển.- công năng 12 tầng 1 tum, dt 210m2,  ngang 10m.  tổng 56 phòng - nhà hàng - phòng gym - khu spa , bể bơi - năm xây dựng : 2018. năm đưa vào khai thác : 2019 . pháp lý : sổ  đỏ hoàn công.giá cũ 80 tỷ - hạ giá 65 tỷ còn thương lượng📲 alo để nắm chi tiết hơn","khách sạn biển đà nẵng chuẩn 3 sao chủ cần tiền bán nhanh hotel spa chuẩn 3 sao đầy đủ dịch vụ hồ bơi phòng gym xe đạp spa đặc biệt có hỗ trợ miễn phí xe điện 1 chiều ra biển. công năng 12 tầng 1 tum, dt 210m2, ngang 10m. tổng 56 phòng nhà hàng phòng gym khu spa , bể bơi năm xây dựng 2018. năm đưa vào khai thác 2019 . pháp lý sổ đỏ hoàn công. giá cũ 80 tỷ hạ giá 65 tỷ còn thương lượng alo để nắm chi tiết hơn"
15,15,"vị trí hot đất tuyến biển triệu độ đà nẵng! giá siêu rẻ - cặp đất mặt biển võ nguyên giáp, đà nẵng!bán gấp- giá rẻ - lô đất mặt tiền biển võ nguyên giáp đà nẵng ☘ vị trí đối diện cung hội nghị quốc tế ariyana đà nẵng, casino đà nẵng, khu phi thuế quan vv mail, gần biển, thích hợp xây dựng tòa căn hộ , kinh doanh nhà hàng, các loại hình dịch vụ phục vụ khách du lịch-  diện tích: 306m2, ngang 12m- hướng: ra biển- đất vuông vắn, sổ đổ đầy đủ, bán đến công chứng 💵 giá bán thiện chí: | 30 tỷ+liên hệ quốc bảo  chuyên choo thuê, mua bán khách sạn biển, aparment, đất biển, đất lớn, đất dự án  phân lô tp đà nẵng","vị trí hot đất tuyến biển triệu độ đà nẵng giá siêu rẻ cặp đất mặt biển võ nguyên giáp, đà nẵng bán gấp giá rẻ lô đất mặt tiền biển võ nguyên giáp đà nẵng vị trí đối diện cung hội nghị quốc tế ariyana đà nẵng, casino đà nẵng, khu phi thuế quan vv mail, gần biển, thích hợp xây dựng tòa căn hộ , kinh doanh nhà hàng, các loại hình dịch vụ phục vụ khách du lịch diện tích 306m2, ngang 12m hướng ra biển đất vuông vắn, sổ đổ đầy đủ, bán đến công chứng giá bán thiện chí 30 tỷ liên hệ quốc bảo chuyên choo thuê, mua bán khách sạn biển, aparment, đất biển, đất lớn, đất dự án phân lô tp đà nẵng"
17,17,"lô góc 2 mặt tiền xây khách sạn đường phan tôn rẻ nhất thị trường, khu phố tây an thượngvị trí : đường phan tôn , một trong những đường 7,5m đẹp và rộng nhất khu phố tây, giao với đường trần bạch đằngnơi tập trung 70% là khách sạn, nhà nghỉ, homestay, tòa căn hộ cho thuê, nhà hàng, quán cafe thương hiệu... tiện ích đầy đủ, dân cư tập trung đông đúc, gần ngay phố đi bộ an thượng nơi vui chơi giải trí xuyên đêm của thành phố đà nẵng. chỉ vài bước chân tới bãi tắmthông tin chi tiết+ diện tích 160m2 + đất ở đô thị, lâu dài+ quy hoạch xd cao tầng+ pháp lý sổ đỏ chính chủgiá thực sự tốt cho các khách hàng mua đầu tư . thích hợp xây khách sạn, nhà nghĩ, tòa căn hộ cho thuê, homestay, biệt thự biển, nhà hàng, các dịch vụ về du lịch...giá bán 30 tỷ thương lượngkhách hàng quan tâm vui lòng liên hệ để tư vấn & đi xem đất , đàm phán trực tiếp cđtxin cám ơn !","lô góc 2 mặt tiền xây khách sạn đường phan tôn rẻ nhất thị trường, khu phố tây an thượng vị trí đường phan tôn , một trong những đường 7,5m đẹp và rộng nhất khu phố tây, giao với đường trần bạch đằng nơi tập trung 70 là khách sạn, nhà nghỉ, homestay, tòa căn hộ cho thuê, nhà hàng, quán cafe thương hiệu... tiện ích đầy đủ, dân cư tập trung đông đúc, gần ngay phố đi bộ an thượng nơi vui chơi giải trí xuyên đêm của thành phố đà nẵng. chỉ vài bước chân tới bãi tắm thông tin chi tiết diện tích 160m2 đất ở đô thị, lâu dài quy hoạch xd cao tầng pháp lý sổ đỏ chính chủ giá thực sự tốt cho các khách hàng mua đầu tư . thích hợp xây khách sạn, nhà nghĩ, tòa căn hộ cho thuê, homestay, biệt thự biển, nhà hàng, các dịch vụ về du lịch... giá bán 30 tỷ thương lượng khách hàng quan tâm vui lòng liên hệ để tư vấn đi xem đất , đàm phán trực tiếp cđt x in cám ơn"
18,18,"📣 khách sạn biển đà nẵng chuẩn 3 sao thân gửi: quý đối tác !hotel & spa chuẩn 3 sao đầy đủ dịch vụ: - hồ bơi- phòng gym- xe đạp- spa- đặc biệt có hỗ trợ miễn phí xe điện 1 chiều ra biển.- công năng 12 tầng 1 tum, dt 210m2,  ngang 10m.  tổng 56 phòng - nhà hàng - phòng gym - khu spa , bể bơi - năm xây dựng : 2018. năm đưa vào khai thác : 2019 . pháp lý : sổ  đỏ hoàn công.giá cũ 80 tỷ - hạ giá 65 tỷ còn thương lượng📲 liên hệ để kết nối trao đổi mua bán. xin cảm ơn!","khách sạn biển đà nẵng chuẩn 3 sao thân gửi quý đối tác hotel spa chuẩn 3 sao đầy đủ dịch vụ hồ bơi phòng gym xe đạp spa đặc biệt có hỗ trợ miễn phí xe điện 1 chiều ra biển. công năng 12 tầng 1 tum, dt 210m2, ngang 10m. tổng 56 phòng nhà hàng phòng gym khu spa , bể bơi năm xây dựng 2018. năm đưa vào khai thác 2019 . pháp lý sổ đỏ hoàn công. giá cũ 80 tỷ hạ giá 65 tỷ còn thương lượng liên hệ để kết nối trao đổi mua bán. xin cảm ơn"
19,19,"bán cặp đất mặt tiền chương dương khu b5 view sông hàn gần cầu trần thị lý kinh doanh tốt.- vị trí: lô đất vị trí đẹp, view sông hàn,  đối diện vòng quay mặt trời, đoạn đường kinh doanh sầm uất.- diện tích: 200m2 (10m*20m). -hướng: tây. đường 15m vỉa hè 5m- giá bán đến công chứng: 32tỷ450. ( hỗ trợ thương lượng)liên hệ:call/zalo : mr. bảo - ms. thảobđs bt’house luxury - mang giá trị thực đến nhà đầu tư","bán cặp đất mặt tiền chương dương khu b5 view sông hàn gần cầu trần thị lý kinh doanh tốt. vị trí lô đất vị trí đẹp, view sông hàn, đối diện vòng quay mặt trời, đoạn đường kinh doanh sầm uất. diện tích 200m2 (10m * 20m). hướng tây. đường 15m vỉa hè 5m giá bán đến công chứng 32tỷ450. ( hỗ trợ thương lượng)liên hệ call/zalo mr. bảo ms. thảobđs bt house lu x ury mang giá trị thực đến nhà đầu tư"
20,20,"bán lô đôi đất đắc địa mt đường trần hưng đạo, phường an hải tây, q. sơn trà.- dt: 142m2 5mx28m ( nở hậu)- hướng: tây nam.- mt đường 10m5 vỉa hè 12m.- lô đất nằm trên tuyến đường đắc địa, giữa cầu rồng và cầu trần thị lý gần toà căn hộ cao cấp monarchy. vị trí tuyến đường hiện đang hoạt động kinh doanh khách sạn, căn hộ, nhà hàng ăn uống sầm uất, đa ngành nghề, tiện ích đầy đủ, phù hợp mua đầu tư, xây ks, căn hộ.- giá bán đến công chứng: 20 tỷ x- liên hệ: quốc bảo luxury để làm việc và chốt giá mua bán, xem đất.","bán lô đôi đất đắc địa mt đường trần hưng đạo, phường an hải tây, q. sơn trà. dt 142m2 5m x 28m ( nở hậu) hướng tây nam. mt đường 10m5 vỉa hè 12m. lô đất nằm trên tuyến đường đắc địa, giữa cầu rồng và cầu trần thị lý gần toà căn hộ cao cấp monarchy. vị trí tuyến đường hiện đang hoạt động kinh doanh khách sạn, căn hộ, nhà hàng ăn uống sầm uất, đa ngành nghề, tiện ích đầy đủ, phù hợp mua đầu tư, xây ks, căn hộ. giá bán đến công chứng 20 tỷ x liên hệ quốc bảo lu x ury để làm việc và chốt giá mua bán, xem đất."
21,21,"bán lô đất đắc địa mt đường trần hưng đạo, phường an hải tây, q. sơn trà.- dt: 105m² ngang (4,75 x 21m).- hướng: đông bắc.- mt đường 10m5 vỉa hè 12m.- lô đất nằm trên tuyến đường đắc địa, giữa cầu rồng và cầu trần thị lý gần toà căn hộ cao cấp monarchy. vị trí tuyến đường hiện đang hoạt động kinh doanh khách sạn, căn hộ, nhà hàng ăn uống sầm uất, đa ngành nghề, tiện ích đầy đủ, phù hợp mua đầu tư, xây ks, căn hộ.- giá bán đến công chứng: 14ty9liên hệ em để được hỗ trợ","bán lô đất đắc địa mt đường trần hưng đạo, phường an hải tây, q. sơn trà. dt 105m2 ngang (4,75 x 21m). hướng đông bắc. mt đường 10m5 vỉa hè 12m. lô đất nằm trên tuyến đường đắc địa, giữa cầu rồng và cầu trần thị lý gần toà căn hộ cao cấp monarchy. vị trí tuyến đường hiện đang hoạt động kinh doanh khách sạn, căn hộ, nhà hàng ăn uống sầm uất, đa ngành nghề, tiện ích đầy đủ, phù hợp mua đầu tư, xây ks, căn hộ. giá bán đến công chứng 14ty9 liên hệ em để được hỗ trợ"
